Date	User	Tweet	sentiment
2021-08-11 00:30:41+00:00	FDLAD	#PPKM aslinya udah di maping 2 tahun. Cuma di cicil per 2 minggu.	0
2021-08-11 00:23:28+00:00	dickyracik	selamat hari libur ala ala si anu, tgl merahnya kapan dimerahkannya suka-suka aja #PPKMLevel4 #PPKM #pandemi #esemka #Muharram #MUHARRAM1443 #Muharram2021	1
2021-08-11 00:08:41+00:00	kabarmadura1	Apa kegiatanmu selama perpanjangan #ppkm ..? Upayakanlah untuk selalu tetap kreatif dalam kondisi apapun dg cara perbanyak silaturahmi dg teman2 yg positif	1
2021-08-10 23:12:50+00:00	andierilpeldi	"GALAK SAMA RAKYAT
JINAK SAMA KORUPTOR
#PPKM 
#COVID 
#COVIDー19 https://t.co/b0eWRXZHjM"	0
2021-08-10 21:30:55+00:00	karangnyarrpst	"Nek njalukmu sek podo plek karo seleramu, yo mangan o indomie 
#PPKM #PPKMSengsarakanRakyat"	0
2021-08-10 21:14:09+00:00	tabah_saputra	Oh iya kemaren awannya bagus sekali di tambah kemacetan akibat perpanjangan #ppkm dimna semua aktifvitas berjalan lancar #AturanRuwet https://t.co/X2kGw9DsAC	1
2021-08-10 20:12:25+00:00	Dennis_sll1	"Uda nyicil ruma
Nyicil mobil
Nyicil iphone
Nyicil saham juga

Eh sekarang nambah lagi cicilan :
ppkm

#ppkm"	0
2021-08-10 18:27:46+00:00	BusuMaju	"Sareng ah rek kapasar kedeng deui
Pasar teh sepi ayeuna mah, kang cator pating gerewek nawarkeun tumpangan, kang lapak pating gorowok nawarkeun dagangan, tungtungna uink nyeungir ngusap Dada 
#PPKM OH #PPKM https://t.co/6fPoSF6sDf"	0
2021-08-10 17:51:08+00:00	gkslvtlvlx	Pertanyaanku mung siji #PPKM kii gunane nggo opo toh? Jal aku jelaske.	0
2021-08-10 17:46:14+00:00	bebenregar	"Tahun baru koq sepi yaa...??

#PPKM
#MuharramMomenHijrah
#maxim
#indriver"	0
2021-08-10 17:23:19+00:00	AbsturT	Dikarnakan lewat jalur darat sedang #PPKM maka terpaksa saya pun naik perahu menyusuri #kalimalang hingga beda dimensi dan menuju ke jalan yg berbeda sampai akhirnya saya pun menemukan tempat rahasia ini. yg membuat saya heran adalah kalau ini adalah saya, lalu siapa yg memoto?😱 https://t.co/4Al0ylPNoD	1
2021-08-10 17:03:35+00:00	Alwafi95190246	"Apa sudah Lunas nya #PPKM yang #MINGGUAN..
KALAUbelum Lunas #PPKM nya #KREDID ke #CHINA BELUM SELESAI MASIH #NYICIL.. 
#DALAM ALQUR'AN DIKATAKAN OLEH ALLOH
#NIKMAT YANG MANA LAGI YANG KAMU DUSTAKAN.
Kalau du #NKRI  BANTUAN APALAGI YANG AKAN KAMU2 KORUPSIKAN..
#BANSOH ANE OK."	0
2021-08-10 16:51:49+00:00	puput_pjtr	Agustusan tahun ini lombanya bertahan hidup. #PPKM #PPKMEfektifTekanLajuKovid #PpkmDiperpanjang BERTAHAN HIDUP	1
2021-08-10 16:43:07+00:00	siraitdicky191	#ppkm diperpanjang, bismillah aing ga akan marah😊😔	0
2021-08-10 16:43:07+00:00	hendrajaya10101	"Dari awal PPKM, maksud saya PPKM level satu sampai level-level tak terkendali, saya sudah menduga bahwa PPKM bukan solusi!

#ppkm"	0
2021-08-10 16:29:20+00:00	mamavanenbas	#PPKM diperpanjang. Di luar Jawa &amp; Bali hingga 23 Agustus, sedangkan Jawa hingga 16 Agustus . Tapi PPKM kali ini, mall sudah boleh dibuka walau waktu dan pengunjungnya tetap dibatasi. Bersabar ya guys dan tetap #prokes https://t.co/Mpg2noaSoG	1
2021-08-10 15:47:29+00:00	mialfalah_mdg	"Alhamdulillah Proses Pembangunan Koridor Madrasah (PPKM) Finishing. Terimakasih tak terhingga kpd Wali Murid, Alumni dan Donatur yang telah berinfaq. Semoga Allah SWT membalasnya dengan lebih. Amiin.
#ppkm 
#mialfalahbulaksari
#yayasanalfalahbulaksari https://t.co/UyfRa8FWdT"	1
2021-08-10 15:45:59+00:00	heni_nhy	"Bukan introvet dan ekstrovet,
Tapi aku rindu melangkah kemana saja 

#ppkm"	1
2021-08-10 15:27:00+00:00	nitajuwithafina	"WFH 100%, dan khawatir sama jaringan? Ga perlu lagi, sekarang ada @smartfrenworld Gokil Max yang speednya kenceng + kuotanya geday + harganya murah.. ga percaya??

Cekidot 👇
https://t.co/IzhfrdTF3N

#inibarugokil #kuybisa #PPKM"	0
2021-08-10 15:22:46+00:00	yandigsa82	"Untuk berbagai kebutuhan internet dg sinyal yg keren, saya pilih @smartfrenworld 

#IniBaruGokil #kuyBisa #PPKM #Rejekiwow #GokilMax https://t.co/aZsEXiUM5M"	1
2021-08-10 14:07:40+00:00	cygh4st	"Kalau ada yg mau ikut vaksinasi yg diadain di mall, sedangkan peraturan sekarang kalau mau masuk mall harus nunjukin sertifikat vaksin. Gimana ya ?
#ppkm
#vaksin
#AturanRuwet"	0
2021-08-10 13:57:05+00:00	yuzdi	"Sudah dua hari @IndiHome ga bisa di akses lampu LOS masih menyala, 
No pelaporan IN106628052 tidak ada tindak lanjut. Hari ini terpaksa ke kantor karna sudah 2 hari internet mati @IndihomeDepok #IndiHome #PPKM"	0
2021-08-10 13:34:32+00:00	mbagasramdhan	"Alhamdulillah 
#rakyatbanturakyat 
#PPKM 
#jogjabisa https://t.co/EEAzHEu8JE"	1
2021-08-10 13:11:05+00:00	ultramenterbius	"Ketahuilah aku masih tetapi memilih mu, ketahui lah aku masih bangga dan nyaman dengan mu,soal sikap ku,aku rasa aku hanya terlalu lelah dengan dunia ku,maaf jika aku terlalu abai akan perhatian mu,but i'm always choice you and put you first.
#PPKm&gt;&lt;"	0
2021-08-10 12:33:43+00:00	jaevianp	"Ternyata emang benet nyaa pak Juliari *si maling* dana BANSOS pandemi ini minta divonis BEBAS . 

HERAN BGT 🤮🤮🤮

VIRALIN wehhh biar ini ga sampe di terima hakim.  

#PPKM #juliari https://t.co/LUM0yWuShJ https://t.co/A9l8CyENg2"	0
2021-08-10 12:28:36+00:00	radya_syah05	"Wisuda onlineee yg cukup membosankan untuk diikuti sampai akhir :( 
#PPKM https://t.co/Gma85tDxDX"	0
2021-08-10 12:26:42+00:00	YohanaDamanik7	"Smartfren Gokil Max membuat semua pekerjaanku jadi mudah 🥳
@smartfrenworld
#inibarugokil #kuybisa #ppkm #rejekiwow #gokilmax https://t.co/XDSMq6PwiQ"	1
2021-08-10 12:23:37+00:00	DendiSa90713786	Ppkm di perpanjang, wes lah kareo mu #ppkm https://t.co/ziszblmdOs	0
2021-08-10 12:19:50+00:00	RizkiHa37724423	"Apakah PPKM diperpanjang sampai Naruto Punya Cucu? 

Cucu nya dinamain Nauruton

#Paint_Me_Naked #PPKM diperpanjang #animememes"	0
2021-08-10 12:07:34+00:00	Garengisdeath	"Panjang tapi tidak keras buat apa. 
Keras tapi pendek juga sia sia. 
#Corona
#PPKM #PPKMDaruratAkanDiperpanjan #PPKMDarurat #PPKMDaruratResmiDiperpanjang #PPKMLevel4Diperpanjan https://t.co/8ipx0M1fKU"	0
2021-08-10 11:35:15+00:00	almiramira98	"Bangke ngakak gue 🤣🤣🤣
Perpanjang aja terus sampe Andin melahirkan....

#PPKM
#IkatanCinta https://t.co/0QfXOmiBCD"	0
2021-08-10 11:34:24+00:00	syifajul	"PPKM diperpnjang smpe aku sdar, kmu dan aku ga mungkin kembali. 

#PPKM 
#PpkmDiperpanjang"	0
2021-08-10 11:03:52+00:00	YakufBudi	"#PPKM nya diperpanjang, harapanku untukmu dihentikan.
Kira-kira begitu."	0
2021-08-10 11:02:04+00:00	rafy_hananta	tuh kata dokter aja percuma diperpanjang #PPKM https://t.co/O9CCinkYnk	0
2021-08-10 10:52:33+00:00	DrajatYudi	"Pada mau kibarkan bendera putih? Aku ora!
Aku tetep merah putih.! 
Mau diperpanjang sampai kapanpun aku tetap Indonesia
Merdeka!!!
#Indonesia #Merdeka #terusberjuang #tetapprokes #ppkm https://t.co/meMo1nffHt"	0
2021-08-10 10:42:02+00:00	BangJuan13	"Selamat Tahun baru.
Efek terlalu lama di perpanjang, kirain udah Tahun baru😁

#PPKM 
#PPKMLevel4 
#diperpanjang"	0
2021-08-10 10:17:32+00:00	theoputra_	"@beningEmbunn Ga efektif
Krn penindakan jg msh pilih2

Mau PPKM smp lvl 50 kalo penindakannya mlempem ya sm saja

PPKM lbh menyulitkan masyarakat kecil
Pemerintah mesti harus mulai memikirkan solusi yang tepat walau susah, bukan cara yang mudah tapi asal2an

#giveaway
#PPKM
#BerbagiKecewa"	0
2021-08-10 10:03:41+00:00	azdinawawi	Dzikir itu menyelamatkanmu dari rasa sepi. #PPKM https://t.co/dd4Qt09ybm	0
2021-08-10 09:56:40+00:00	KBlirik	"Jangan sampai lengah sama covid19 ya lurr..

Maksimalkan ikhtiar dengan menerapkan protokol kesehatan. Untuk menjaga diri kita dan keluarga yg tersayang 😊

Stay safe and healhy lur !

#exploresemarang #kopiblirik #kopi #kulinerjawa #tradisional #prokes #ppkm #ppkmdiperpanjang https://t.co/fAtzcOsjAo"	1
2021-08-10 09:47:07+00:00	act_sidoarjo	"Hai, capek ya?

Iya sama. Seluruh pejuang nafkah di negeri ini lagi capek-capeknya. Lagi jenuh-jenuhnya sama keadaan.
Tapi tolong tetap bertahan ya? Bareng-bareng kita saling menguatkan.

#PPKM #Covid_19 #semangat #kuat https://t.co/uq4ob2gPrP"	1
2021-08-10 09:36:06+00:00	robbyreaves	"Percuma di perpanjang kalo ngga keras....Shareloc rumah cucu Mak Erot....😅😝🤪

#PPKM"	0
2021-08-10 09:22:06+00:00	si_Engkoh	"Di Rumah doang kirain hemat. Ternyata Engga juga.
Amsyong 😞
Ada yang ngerasain juga?
.
#siengkoh #kamsia #Comic #Komikstrip #comicstrip #Komik #KeluargaSiEngkoh #PPKM https://t.co/3S9FoRHGNf"	0
2021-08-10 09:00:42+00:00	abiikaer	Menjelang hari kemerdekaan kita dijajah bangsa sendiri. #ppkm #pelanpelankamimati	0
2021-08-10 08:59:20+00:00	satryadede	Gabut di sore hari. nggak ada kegiatan. dagang tutup musik berhenti. susah. #ppkm	0
2021-08-10 08:56:57+00:00	ZehanPratama_97	"Cung yang sosoan gamau ppkm padahal mau ppkm atau engga juga idupnya nolep☝️

#diperpanjang #ppkm"	0
2021-08-10 08:26:19+00:00	RSUDKelet	"Selamat Tahun Baru Islam,
~ 1 Muharram 1443 Hijriah ~
Semoga di tahun yang baru, kita saling membahu dan berdoa pandemi segera berlalu, diri pun menjadi pribadi yang baru. Keberkahan dan Kebahagiaan menyelimuti selalu.
Amiiin
jangan lupa #ProtokolKesehatan &amp; Patuh #PPKM ! https://t.co/3yy8GIoflA"	1
2021-08-10 08:24:10+00:00	kopibeeku	mulai ngelawak ya? eh atau emang udah lama mulai ngelawaknya? #PPKM	0
2021-08-10 08:14:19+00:00	jagad_tani	"Selamat Tahun Baru Islam 1443 Hijriah🌙
Semoga sahabat tani selalu diberikan kesehatan, dijauhkan dari wabah Covid-19 serta semakin rajin beribadah☺️
.
#tahunbaruislam1443h #1443Hijriah #jagadtani #ppkm #level4 https://t.co/F6jn8WpI3J"	1
2021-08-10 08:09:50+00:00	ppobnusantara	"Besok hari libur nih, karena lagi #ppkm mending dirumah aja nonton tv atau nonton film sama keluarga. Kalau mau bayar tagihan #indovision bisa lho di @ppobnusantara . #antiribetribetclub , prosesnya cepat, gampang dan gak pake lamaaa😊. 
.
. https://t.co/cfQa1Avq8b"	1
2021-08-10 07:58:18+00:00	AnchaMr	#gurubesar#Sultanindonesia #mrrezekimeringisdikitihiii #ppkm#pelanpelankalianmetong @ MaLang Kota Dingiinn.. https://t.co/R8ZPG7cGnA	1
2021-08-10 07:45:12+00:00	AlTrueblue	#ppkm d prpanjang lagi.. Emang pemrintah gak capek pa bkin pengumuman terus.. Skalian aja sampek pilpres2024 ..Biar rakyat nyiapin buat betahan hidup biar rakyat bisa tau hrus cari hutangan brapa bnyak biar ckup buat hidup. Kalau gini rakyat juga cpek harus perpanjang utang lagi	0
2021-08-10 07:34:58+00:00	Megatop99	"Kita Bantu Sesama(KBS)
Berbagi itu indah..!
#WarungGratis
#PPKM
@TeddyGusnaidi
@wjoko568 
@kenhans03 
@Corona_KafirNw 
@NinjaCir3ng 
@kantayu 
@bejokdi 
@kutang_bolong 
@kadeksugiarto1 
@JonRuahGinting 
@AgoesAguss 
@_Bie__Viezz_ 
@veraagustian_ 
@RD_4WR1212 
@yuli_anaaa https://t.co/Zv2idRmqoQ"	1
2021-08-10 07:27:04+00:00	hendrinurhasan	"Ini ppkm versi aku untung pakai smartfren gokil max semua jadi mudah anti jaringan lelet 
https://t.co/n3VpLVjgzI
@smartfrenworld
#kuybisa #inibarugokil #gokilmax #ppkm #rejekiwow"	1
2021-08-10 07:24:56+00:00	RuslanAndy	"Subhanallah, Alhamdulillah, Allahu Akbar. Terima kasih sebelumnya kepada Pak Gubernur @aniesbaswedan  dan @DKIJakarta .  Atas perhatiannya pada  kami warga DKI Jakarta yang ngungs di Aceh sejak awal #Covid19 hingga #PPKM Salam sehat &amp; barokah.
@jokowi 
@Kiyai_MarufAmin
@KSPgoid https://t.co/po8OTwsDYO"	1
2021-08-10 07:24:33+00:00	ApangNihBoy	"Ppkm diperpanjang
Pemerintah tau aku menunggu mu pulang.
Xixixi
#PPKM 
#mekimekismackdown 
#PPKMEfektifTekanLajuKovid"	0
2021-08-10 07:15:51+00:00	wes_tepos	"Tanggal lahir mu piro? 
Lek onok seng kembar gass mutualan
#PPKM #PPKMEfektifTekanLajuKovid #tahunbaruislam"	0
2021-08-10 07:07:07+00:00	howyourdi	Dengan semuanya dibatasi tanpa ada solusi maupun kebijakan bagi masyarakat dalam menyambung hidup, saya jadi menanyakan adakah HAM didalan PPKM?  #PPKM	0
2021-08-10 06:57:35+00:00	rizki_nandes97	apa mungkin ini pemerintah memperpanjang PPKM karena terpengaruh dengan para buaya yang kalo bilang JALANIN aja dulu 😄#PPKMEfektifTekanLajuKovid #AturanRuwet #PPKM	0
2021-08-10 06:49:39+00:00	SIEJ_info	dengan konservasi kita turut menjaga warisan nasional. Baca selengkapnya di https://t.co/3GV8wRqYlJ  https://t.co/6bkGtnpivo dan https://t.co/s6HGpO2XWl #HKAN #konservasialamnasional #konservasialam #pulaukomodo #komodontt #penjagahutan #trending #ppkm	1
2021-08-10 06:48:39+00:00	septiboyen	"hal paling efektif saat PPKM ,selain kelon ro guling opo slur ??

#PPKM #gaylokal #gabut"	0
2021-08-10 06:31:13+00:00	DenCybr	"Banyak suami ""dicarekan"" istrinya gara-gara ga kebeli beas. 😭
#PPKM https://t.co/DrTIcLDwB0"	0
2021-08-10 06:25:09+00:00	KusumaKhresna	Mungkin saya masih akan selamat beberapa tahun kedepan sampai aset saya habis 🤣😅🤣 terimakasih #PPKM	1
2021-08-10 05:58:06+00:00	rifkiyeerick	"Dimasa masa seperti ini lagi ga pengen neko-neko, entah yang penting bisa bernafas normal dan bahagia aja udah cukup banget…
#PPKM"	0
2021-08-10 05:42:15+00:00	DilLaCrazCozlov	"Agustusan tahun ini cuma ada 1 lomba.. Semua orang ikut.. 

Lomba Bertahan Hidup 
🥴☕

#PelanPelanKamiMati
#PPKM"	0
2021-08-10 05:40:17+00:00	tianenob1	"kalo masyarakat indonesia bisa membuat PETISI untuk memboikot ATT,
kita juga bisa dong membuat PETISI untuk PRESIDEN beserta jajarannya agar MUNDUR dari jabatannya.
kita cape jadi bahan olok"" kalian.
jangan sampai kejadian 1997 terulang lagi.
#PPKM #pelanpelankamimati"	0
2021-08-10 05:37:44+00:00	Kanzul_F	senang melihat senyum beliau, #PPKM by @iMohdy	1
2021-08-10 05:33:02+00:00	Mengpride	"sekelebat infoh . 
Kemana2 kudu pake kartu vaksin 🤪
Semisal udeh semua . Klo ttep kena ya kena aje
Yg 2kali vaksin ttep kena ya kenaa nyet . 
#vaksin #PPKM"	0
2021-08-10 05:29:27+00:00	myjogjaid	"Selamat Tahun Baru Islam 1 Muharram 1443 H. 
Jadikan momen tahun baru sebagai sarana untuk memperbaiki diri sekaligus membiasakan diri untuk melakukan kebaikan.
#indonesia #yogyakarta #jogjakarta #jogjaistimewa #myjogjaid #NCTzenSelcaDay #PPKM #tahunbaruislam #ppkmefektif https://t.co/OTDvPgS2m3"	1
2021-08-10 05:25:26+00:00	mylonebob	"Dipanjangin jadi ular
Dipendekin jadi kodok

#PPKM"	0
2021-08-10 05:25:10+00:00	asikbrisik	"Percuma panjang
Tapi gak tahan lama
#ppkm"	0
2021-08-10 05:25:09+00:00	Topaypay	"Bantu jualan kopi ..sepi ppkm nih..lagi promo tahun baru islam..
Area pekanbaru

#PPKM #tahunbaruislam #IslamicNewYear #juliari #LouisVuitton #dprd #pku #kopipku https://t.co/WICS2YsAPV"	0
2021-08-10 05:16:55+00:00	tutoet	"Gara2 sering di rumah, korek saya sering habis duluan sebelum hilang. 
#PPKM https://t.co/32SR6Do42b"	0
2021-08-10 04:59:38+00:00	jaevianp	"TW // Politik 
Mau nanya aja ini bener ga sih??
#bansos #PPKM https://t.co/ZUdjq6P7Ft"	0
2021-08-10 04:51:56+00:00	asyfarjh	"Selama #PPKM aku mempercayakan internetku pd @smartfrenworld ✨
smartfren GOKIL MAX memiliki jaringan 100% 4G dgn kecepatan speedtest super cepat, Kuota internet terbesar yg bisa digunakan 24 jam ke semua aplikasi selama 30 hari dg hrga mulai 30rb an aja.
#kuybisa #inibarugokil https://t.co/gFPNXKFfIX"	1
2021-08-10 04:41:23+00:00	NYOCOOOOT	woiii elu pemerintah apa mak erot. memperpanjang mulu. #PPKM	0
2021-08-10 04:39:34+00:00	haryantyulianna	Yah makin awet deh pensil alis gue #PPKM	1
2021-08-10 04:38:56+00:00	asyfarjh	"#PPKM #dirumahaja ?
Ga perlu khawatir karena aku selalu percayakan aktifitasku yg berkaitan dengan internet kepada @smartfrenworld ✨
#kuybisa #inibarugokil
https://t.co/87lBsJzPUB"	1
2021-08-10 04:35:18+00:00	dickyracik	"selalu jaga imun dan iman 
#PPKMLevel4 #ppkm #pandemi #imun #jagaimun #jagastamina #PPKMBawaDampakBaik"	1
2021-08-10 04:35:15+00:00	puttraamin	"Blok M pada masanya jauh berbeda dibanding saat ini.

#BlokM #PPKM https://t.co/fkNw4iaKIF"	0
2021-08-10 04:27:45+00:00	BankSinarmas	"Tagihan listrik bikin Kamu panik?  
Tenang, kamu bisa hemat listrik hingga 30% dengan Solar Panel SUNterra.
Dapatkan GRATIS* dengan nabung di Bank Sinarmas mulai Rp34 jutaan. Yuk, nabung sekarang!
SKB, info https://t.co/yofecxOlwh
#BankSinarmas  #Sunterra #PPKM #DirumahAja https://t.co/RkaWQeIreM"	0
2021-08-10 04:24:58+00:00	antara_widhy	"PPKM diperpanjang sampai tgl 16 agustus 2021 lalu besoknya dibebasin, bisa lomba 17 an rame"". Trus tgl 18 agustus pemerintah mengatakan lonjakan kasus covid naik karena 17 an kmaren lalu terpaksa diadakan PPKM lagi, lagi lagi dan lagi. Dasar konspirasi. #PPKM #rencanaelitglobal"	0
2021-08-10 04:08:42+00:00	OnlineshopMu	"Peci Pemuda Muhammadiyah Green Ultimate: Songkok AC Bordir Exclusive Ekstra Tas Peci! Plus Gratis Tasbih!   https://t.co/1a2g4Mqe3o
#1Muharram #1muharram1443H #tahunbaruislam #tahunbaruhijriah #tahunbaruhijriyah #Libur #PPKMBawaDampakBaik #PPKM  #NabiMuhammadSAW #JawaBali Petani"	1
2021-08-10 04:07:49+00:00	gemercikmedia	"Aksi GERAM kepada Pemkab Tasik Tak Tuai Hasil.

Aksi GERAM terkait penangan COVID-19 di Kabupaten Tasikmalaya tak menuaikan hasil. Ketua DPRD justru mengajak GERAM untuk kembali mengadakan audiensi.

Baca selengkapnya di:
https://t.co/2PGK5j5rHi

#aksi #tasikmalaya #geram #ppkm https://t.co/cWGlTdns8f"	0
2021-08-10 04:06:56+00:00	Khanif09	sedang pada posisi bodo amat dengan ppkm #PPKM	0
2021-08-10 04:04:53+00:00	OnlineshopMu	"Peci Muhammadiyah Gold Classic: Songkok AC Bordir Exclusive Ekstra Tas Peci! Plus Gratis Tasbih!  https://t.co/akiIa9WR3J

#1Muharram #1muharram1443H #tahunbaruislam #tahunbaruhijriah #tahunbaruhijriyah #SemogaALLAHSWT #Libur #PPKMBawaDampakBaik #PPKM #PPKMEfektifTekanLajuKovid"	1
2021-08-10 03:57:17+00:00	SuciViarani	"Sudah ku dulu , akan di perpanjang 
Mending bilang aja sampai waktu yang tidak di tentukan 
Daripada dikasih tanggal besoknya 
Berkelanjutan 
#PPKM"	0
2021-08-10 03:54:22+00:00	kaspito	Bagus dong! Kok “Lah?” Dengan begitu para pekerja dari kios-kois mall, pedagang mall dan pengusaha mall dapat bergerak kembali roda ekonominya di tengah #PPKM. Toh syaratnya jelas. Ada Kartu Vaksin. Aturan ini baik, sebab juga dapat dorong masyarakat utk ikut #VaksinasiCOVID19. https://t.co/dWMmXipNVL	1
2021-08-10 03:41:22+00:00	yo2kdino	"Rakyat di rumah menjerit

#ParlemenBisu #MusnahkanBuzzer #PPKM #PPKMBawaDampakBaik #PPKMEfektifTekanLajuKovid https://t.co/d0cjN8wBQo"	0
2021-08-10 03:38:45+00:00	kaspito	Sudah ada penerapan #PPKM Level 2 di Jawa-Bali, artinya sdh ada penurunan angka penyebaran virus COVID-19. Itu juga pertanda #PPKM ini berhasil turunkan jalu penularan virus COVID-19 di Jawa-Bali. Thumbs Up utk Pemerintah Pusat! https://t.co/wIpzB8fhSA #PPKMEfektifTekanLajuKovid	1
2021-08-10 03:28:52+00:00	OfficialRaena	"Morning BFFs!

PPKM di perpanjang nih! Jangan bosen, mending kita #PPKM: Pagi-Pagi, Kita Main yuk!

Tebak-tebakan kali ini, levelnya juga ikut MinNa naikin! Gimana, susah nggak? Ada yang bisa tebak? https://t.co/IZUxYjxb4c"	0
2021-08-10 03:24:57+00:00	radiopatria	"[4] Sedangkan selama penutupan wisata #MakamBungKarno, mereka tidak ada pemasukan.

Selain memasang bendera merah putih, mereka juga menempelkan beberapa poster yang bertuliskan di antaranya ""Pelaku Pariwisata Menangis Karena Corona 19, #PPKM Jangan Diperpanjang"", kemudian"	0
2021-08-10 03:24:06+00:00	KBlirik	"PPKM diperpanjang? Jangan panik ya lurr, tetap jaga iman dan imun..

Jaga iman dengan beribadah, jaga imun dengan konsumsi wedang rempah dan makan makanan yg enak 😍

Semoga semua segera membaik dan kembali normal ya lurr. Aamiin..

#joglo #makan #ppkm #ppkmdiperpanjang https://t.co/4oWZqUa3p3"	1
2021-08-10 03:20:49+00:00	ayahserigala	Berjemur lagi, supaya tidak berjamur 🌞😎 #PPKM (Pura-pura Panggah Karena Memikirkanmu) https://t.co/OvT0VqJ7SQ	0
2021-08-10 03:11:43+00:00	seicow_store	"Siapin #menu yg beda hari ini. Sandwich #seiayam . Order vacuum pack #seicow di https://t.co/1pwflDxeTu

#beritasurabaya #surabaya #beritasurabayaonline #gwalk #kulinersurabaya #exploresurabaya #beritajatim #banggasurabaya #arisan #areksuroboyo #DiRumahAja #PPKM #seisapi https://t.co/WsjjHmC0vp"	1
2021-08-10 03:06:51+00:00	Mengpride	"Kitateh diam aja gt :( 
 Ppkm di perpanjang teh ? Apa kalian seneng :(
#ppkm"	0
2021-08-10 03:05:36+00:00	yellowfit_	"Hmm..
Mong-ngomong langgeng banget ya Ppkm ✨

Yaudah gausa gelisah!
nih Millow kasih tau pengganti makanan/minuman kalian dikala #diet ditengah #ppkm saat ini.
Semoga bermanfaat! https://t.co/Hj3WOb3Szk"	1
2021-08-10 03:00:01+00:00	MinisoIndonesia	"""Today is the time to bring out the new, all the old wear and tear is alive today. Let everything that is bad be good."" ✨

Happy Islamic New Year to all Miniso Friends 🤍

#TahunBaruIslam #1Muharram #RayakanDiRumah #DiRumahAja #PPKM #StaySafe https://t.co/Y5rSay4Gnr"	1
2021-08-10 02:51:12+00:00	RoisSurono	"Yg membedakan Manusia itu Ilmunya, amalannya dan ibadahnya..... 
Manusia yg gemar mencari ilmu,  Insha Allah hidupnya Bahagia dan Mulia...... 
Salam Sukses Mulia......

#PPKM https://t.co/Zu9VYGLGYk"	1
2021-08-10 02:50:44+00:00	tubagustamsir31	"Hijrah itu mudah, yang susah itu banyak aturan.
Gimana mau hijrah, kemanapun harus punya sertifikat vaksin.
PPKM level akut.
#AturanRuwet 
#DayaRusakJokowiLuarbiasa 
#PPKM https://t.co/EcwTRlU9MC"	0
2021-08-10 02:47:34+00:00	djoker_stress	"#PPKM  sampe 23 agustus 
Nyong yakin kie sampe september yo Lanjut
Yakin pemerintah wes hebat kae.
Luar biasa 
Mantap paling apik se Dunia
#PPKMEfektifTekanLajuKovid 
(Ini jare buzzerp sing di bayar ) https://t.co/CfJbG1jy50"	1
2021-08-10 02:43:01+00:00	adiraksa	"#PPKM sudah kembali ke level nol? Boleh ke #mall ya? #masker punya, #SertifikatVaksinasi punya. 
Jangan tanya duitnya ya."	0
2021-08-10 02:40:41+00:00	windiiilsaliman	"ga nyangka juga ya ppkm lagi... mengsedih tapi yowes 

#PPKM #ppkmiyawfhkagaxixiixixi"	0
2021-08-10 02:39:45+00:00	AksiKaltim	"Untukmu yang tengah menjalani isoman atau kesulitan memenuhi kebutuhan makan karena terdampak PPKM

Jangan khawatir ya, Insya Allah kami akan membersamai ikhtiarmu untuk sembuh dan melalui masa-masa sulit ini.

#PPKM
#LaporMin
#FoodCareline
#IndonesiaDermawan https://t.co/Yt1LL76WF2"	1
2021-08-10 02:36:21+00:00	Mpo777Official	"Banyak yang mencari cinta di masa #PPKM Indonesia.
-
Sebuah kejutan, #SlotGaming #MPO369 menyediakan siapa saja yang membutuhkan First Love. Main dan temukan cinta pertamamu di Situs ini, dan buktikan bahwa kalian berhak bahagia! https://t.co/ov74Rbt5kq"	1
2021-08-10 02:33:04+00:00	Luthfimuqodas1	Pagi ini indah karena ada kulub cau. Meski terasa sakit #PPKM di perpanjang lagi https://t.co/JnIBXCD35a	1
2021-08-10 02:31:43+00:00	DhinaHesti	"Ppkm di perpanjang sampai aku sama kamu sah di depan penghulu.... 
#PPKM"	0
2021-08-10 02:25:03+00:00	adiraksa	Tadi malam, 9 Agustus '21, seorang sejawat media saya yang sudah lama di Stuttgart, Jerman, menelpon. Dia cerita, di sana #covid19 sudah bukan #momok lagi.  #KedubesRI di Jerman ga cerita2 #PPKM sana ke #PresidenRI ya? 📷:#sbp @jokowi https://t.co/5E4sqhV2g8	0
2021-08-10 02:24:56+00:00	mrezaaramdani	Siapa yang pacarnya udah ngajak ke mall hari ini? #ppkm	0
2021-08-10 02:21:55+00:00	yusupsomadinata	"Alhamdulillah 😃
Walaupun dalam masa #PPKM
Masih bisa tetep laris
Semoga bikin hati jadi adem
Walaupun dompet masih kritis 😃

Buku When What Why Where Who &amp; How Alam Semesta!
Menjawab semua pertanyaan anak tentang Alam Semesta.

#BukuAlamSemesta 
@elexmedia @gramedia https://t.co/Yasy4N241z"	1
2021-08-10 02:17:24+00:00	PribadiSarkas	TKA masuk untuk bekerja,dan kita terpuruk karena PPKM terus di perpanjang. Fokus nya terpecah pecah.Butuh Win Win Solution. Segera Pulih Ibu Pertiwi #diperpanjang #PPKM	1
2021-08-10 02:10:29+00:00	BayoeBadra	"Jangan minta diringankan beban, tapi mintalah dikuatkan punggung, karena hidup tak semakin mudah, tapi kitanya yang harus semakin kuat

#sabar
#bersyukur
#semangat
#ppkm https://t.co/GcajNyNxLO"	1
2021-08-10 01:53:19+00:00	kamar_paji	"Yang luka adalah kita
PPKM terserah.

#PPKM  #diperpanjang"	0
